Level ID,Category,Sort Order,Title,Description,Item Count,Items (Display),Items (Correct Order),Hint,Fact
661,Knowledge,Ascending ↑,"Level 661","Sort rivers by length ASC",5,"Yangtze | Amazon | Mississippi | Nile | Yenisei","Yenisei → Mississippi → Yangtze → Amazon → Nile","","The Nile is widely accepted as the longest river (6,650 km), but some studies argue the Amazon might be longer depending on where the source is measured."
662,Knowledge,Descending ↓,"Level 662","Sort rainbow colors in order DESC",7,"Blue | Yellow | Violet | Red | Indigo | Green | Orange","Violet → Indigo → Blue → Green → Yellow → Orange → Red","Red, Orange, Yellow, Green, Blue, Indigo, Violet","Isaac Newton originally identified only five colors, adding orange and indigo later to match the number of notes in a musical scale (7)."
663,Knowledge,Ascending ↑,"Level 663","Sort days of the week ASC",7,"Wednesday | Monday | Sunday | Saturday | Thursday | Friday | Tuesday","Monday → Tuesday → Wednesday → Thursday → Friday → Saturday → Sunday","","The days of the week are named after celestial bodies and mythological figures. Monday is Moon day, Sunday is Sun day!"
664,Knowledge,Descending ↓,"Level 664","Sort countries by population DESC",6,"Indonesia | Pakistan | USA | China | Brazil | India","China → India → USA → Indonesia → Pakistan → Brazil","China and India are the most populous","China and India are the only two countries with over a billion people. Together they account for about 35% of the world's population."
665,Knowledge,Ascending ↑,"Level 665","Sort historical events by year ASC",5,"French Revolution | World War I | Moon Landing | Fall of Rome | Columbus discovers America","Fall of Rome → Columbus discovers America → French Revolution → World War I → Moon Landing","","The Moon Landing in 1969 was watched by an estimated 600 million people worldwide, one of the most viewed events in history."
666,Knowledge,Descending ↓,"Level 666","Sort letters alphabetically DESC",6,"E | A | U | Z | I | O","Z → U → O → I → E → A","","The letter ""E"" is the most common letter in the English language, appearing in about 11% of all words."
667,Knowledge,Descending ↓,"Level 667","Sort life stages by typical age DESC",6,"Senior | Child | Infant | Toddler | Teenager | Adult","Senior → Adult → Teenager → Child → Toddler → Infant","","Human development is often categorized into stages. ""Adolescence"" roughly corresponds to the teenage years (13-19)."
668,Knowledge,Ascending ↑,"Level 668","Sort planets by number of moons ASC",8,"Saturn | Jupiter | Uranus | Venus | Mars | Neptune | Mercury | Earth","Venus → Mercury → Earth → Mars → Neptune → Uranus → Jupiter → Saturn","Saturn has the most moons","Saturn leads with 146 known moons, while Jupiter follows closely! Mercury and Venus are the only planets with zero moons."
669,Knowledge,Descending ↓,"Level 669","Sort animals by speed (km/h) DESC",6,"Horse | Turtle | Cheetah | Lion | Human | Elephant","Cheetah → Lion → Horse → Elephant → Human → Turtle","","Cheetahs can accelerate from 0 to 100 km/h in just 3 seconds! However, they can only maintain top speed for short sprints."
670,Knowledge,Descending ↓,"Level 670","Sort musical notes in order DESC",7,"La (A) | Do (C) | Mi (E) | Re (D) | Si (B) | Sol (G) | Fa (F)","Si (B) → La (A) → Sol (G) → Fa (F) → Mi (E) → Re (D) → Do (C)","Do, Re, Mi, Fa, Sol, La, Si","The ""Sol-Fa"" system (Do-Re-Mi) was invented by Guido of Arezzo in the 11th century to teach singing."
671,Knowledge,Descending ↓,"Level 671","Sort planets by distance from Sun DESC",8,"Mars | Earth | Saturn | Mercury | Venus | Jupiter | Neptune | Uranus","Neptune → Uranus → Saturn → Jupiter → Mars → Earth → Venus → Mercury","Mercury is closest, Neptune is farthest","The distance from Earth to the Sun is called an Astronomical Unit (AU), approximately 150 million kilometers. Light takes 8 minutes to reach Earth!"
672,Knowledge,Ascending ↑,"Level 672","Sort continents by size ASC",7,"Asia | South America | Antarctica | Europe | Africa | Australia | North America","Australia → Europe → Antarctica → South America → North America → Africa → Asia","Asia is largest, Australia is smallest","Asia covers about 30% of Earth's total land area and hosts 60% of the world's current human population."
673,Knowledge,Descending ↓,"Level 673","Sort oceans by size DESC",5,"Southern | Atlantic | Arctic | Indian | Pacific","Pacific → Atlantic → Indian → Southern → Arctic","","The Pacific Ocean is larger than all Earth's land area combined! It covers more than 30% of Earth's surface."
674,Knowledge,Ascending ↑,"Level 674","Sort months by number of days ASC",8,"June | January | September | March | May | November | April | February","February → June → September → November → April → January → March → May","","February typically has 28 days, but in leap years (divisible by 4, except for century years not divisible by 400) it has 29."
675,Knowledge,Descending ↓,"Level 675","Sort mountains by height DESC",5,"Makalu | Kangchenjunga | K2 | Mt. Everest | Lhotse","Mt. Everest → K2 → Kangchenjunga → Lhotse → Makalu","Mt. Everest is the tallest","Mt. Everest grows about 4mm every year due to tectonic plate movement! It stands at 8,849 meters above sea level."
676,Knowledge,Descending ↓,"Level 676","Sort rivers by length DESC",5,"Amazon | Yangtze | Yenisei | Nile | Mississippi","Nile → Amazon → Yangtze → Mississippi → Yenisei","","The Nile is widely accepted as the longest river (6,650 km), but some studies argue the Amazon might be longer depending on where the source is measured."
677,Knowledge,Descending ↓,"Level 677","Sort rainbow colors in order DESC",7,"Green | Violet | Blue | Yellow | Red | Indigo | Orange","Violet → Indigo → Blue → Green → Yellow → Orange → Red","Red, Orange, Yellow, Green, Blue, Indigo, Violet","Isaac Newton originally identified only five colors, adding orange and indigo later to match the number of notes in a musical scale (7)."
678,Knowledge,Ascending ↑,"Level 678","Sort days of the week ASC",7,"Thursday | Wednesday | Tuesday | Saturday | Sunday | Friday | Monday","Monday → Tuesday → Wednesday → Thursday → Friday → Saturday → Sunday","","The days of the week are named after celestial bodies and mythological figures. Monday is Moon day, Sunday is Sun day!"
679,Knowledge,Descending ↓,"Level 679","Sort countries by population DESC",6,"China | USA | Indonesia | Pakistan | India | Brazil","China → India → USA → Indonesia → Pakistan → Brazil","China and India are the most populous","China and India are the only two countries with over a billion people. Together they account for about 35% of the world's population."
680,Knowledge,Ascending ↑,"Level 680","Sort historical events by year ASC",5,"Columbus discovers America | French Revolution | Moon Landing | World War I | Fall of Rome","Fall of Rome → Columbus discovers America → French Revolution → World War I → Moon Landing","","The Moon Landing in 1969 was watched by an estimated 600 million people worldwide, one of the most viewed events in history."
681,Knowledge,Descending ↓,"Level 681","Sort letters alphabetically DESC",6,"E | Z | A | U | I | O","Z → U → O → I → E → A","","The letter ""E"" is the most common letter in the English language, appearing in about 11% of all words."
682,Knowledge,Descending ↓,"Level 682","Sort life stages by typical age DESC",6,"Teenager | Senior | Child | Infant | Toddler | Adult","Senior → Adult → Teenager → Child → Toddler → Infant","","Human development is often categorized into stages. ""Adolescence"" roughly corresponds to the teenage years (13-19)."
683,Knowledge,Descending ↓,"Level 683","Sort planets by number of moons DESC",8,"Venus | Saturn | Mars | Mercury | Uranus | Neptune | Earth | Jupiter","Saturn → Jupiter → Uranus → Neptune → Mars → Earth → Venus → Mercury","Saturn has the most moons","Saturn leads with 146 known moons, while Jupiter follows closely! Mercury and Venus are the only planets with zero moons."
684,Knowledge,Ascending ↑,"Level 684","Sort animals by speed (km/h) ASC",6,"Cheetah | Turtle | Human | Horse | Lion | Elephant","Turtle → Human → Elephant → Horse → Lion → Cheetah","","Cheetahs can accelerate from 0 to 100 km/h in just 3 seconds! However, they can only maintain top speed for short sprints."
685,Knowledge,Ascending ↑,"Level 685","Sort musical notes in order ASC",7,"Fa (F) | Sol (G) | Mi (E) | Si (B) | La (A) | Re (D) | Do (C)","Do (C) → Re (D) → Mi (E) → Fa (F) → Sol (G) → La (A) → Si (B)","Do, Re, Mi, Fa, Sol, La, Si","The ""Sol-Fa"" system (Do-Re-Mi) was invented by Guido of Arezzo in the 11th century to teach singing."
686,Knowledge,Ascending ↑,"Level 686","Sort planets by distance from Sun ASC",8,"Mars | Uranus | Earth | Jupiter | Neptune | Venus | Saturn | Mercury","Mercury → Venus → Earth → Mars → Jupiter → Saturn → Uranus → Neptune","Mercury is closest, Neptune is farthest","The distance from Earth to the Sun is called an Astronomical Unit (AU), approximately 150 million kilometers. Light takes 8 minutes to reach Earth!"
687,Knowledge,Descending ↓,"Level 687","Sort continents by size DESC",7,"North America | Asia | Antarctica | South America | Australia | Europe | Africa","Asia → Africa → North America → South America → Antarctica → Europe → Australia","Asia is largest, Australia is smallest","Asia covers about 30% of Earth's total land area and hosts 60% of the world's current human population."
688,Knowledge,Descending ↓,"Level 688","Sort oceans by size DESC",5,"Pacific | Arctic | Southern | Atlantic | Indian","Pacific → Atlantic → Indian → Southern → Arctic","","The Pacific Ocean is larger than all Earth's land area combined! It covers more than 30% of Earth's surface."
689,Knowledge,Ascending ↑,"Level 689","Sort months by number of days ASC",8,"January | May | June | February | September | April | March | November","February → June → September → April → November → January → May → March","","February typically has 28 days, but in leap years (divisible by 4, except for century years not divisible by 400) it has 29."
690,Knowledge,Ascending ↑,"Level 690","Sort mountains by height ASC",5,"Kangchenjunga | Makalu | Mt. Everest | K2 | Lhotse","Makalu → Lhotse → Kangchenjunga → K2 → Mt. Everest","Mt. Everest is the tallest","Mt. Everest grows about 4mm every year due to tectonic plate movement! It stands at 8,849 meters above sea level."
691,Knowledge,Descending ↓,"Level 691","Sort rivers by length DESC",5,"Yenisei | Nile | Yangtze | Mississippi | Amazon","Nile → Amazon → Yangtze → Mississippi → Yenisei","","The Nile is widely accepted as the longest river (6,650 km), but some studies argue the Amazon might be longer depending on where the source is measured."
692,Knowledge,Descending ↓,"Level 692","Sort rainbow colors in order DESC",7,"Blue | Indigo | Green | Violet | Red | Yellow | Orange","Violet → Indigo → Blue → Green → Yellow → Orange → Red","Red, Orange, Yellow, Green, Blue, Indigo, Violet","Isaac Newton originally identified only five colors, adding orange and indigo later to match the number of notes in a musical scale (7)."
693,Knowledge,Ascending ↑,"Level 693","Sort days of the week ASC",7,"Monday | Saturday | Friday | Tuesday | Thursday | Wednesday | Sunday","Monday → Tuesday → Wednesday → Thursday → Friday → Saturday → Sunday","","The days of the week are named after celestial bodies and mythological figures. Monday is Moon day, Sunday is Sun day!"
694,Knowledge,Descending ↓,"Level 694","Sort countries by population DESC",6,"USA | China | Pakistan | India | Indonesia | Brazil","China → India → USA → Indonesia → Pakistan → Brazil","China and India are the most populous","China and India are the only two countries with over a billion people. Together they account for about 35% of the world's population."
695,Knowledge,Ascending ↑,"Level 695","Sort historical events by year ASC",5,"Moon Landing | Columbus discovers America | French Revolution | World War I | Fall of Rome","Fall of Rome → Columbus discovers America → French Revolution → World War I → Moon Landing","","The Moon Landing in 1969 was watched by an estimated 600 million people worldwide, one of the most viewed events in history."
696,Knowledge,Descending ↓,"Level 696","Sort letters alphabetically DESC",6,"A | U | I | O | E | Z","Z → U → O → I → E → A","","The letter ""E"" is the most common letter in the English language, appearing in about 11% of all words."
697,Knowledge,Ascending ↑,"Level 697","Sort life stages by typical age ASC",6,"Teenager | Senior | Child | Infant | Toddler | Adult","Infant → Toddler → Child → Teenager → Adult → Senior","","Human development is often categorized into stages. ""Adolescence"" roughly corresponds to the teenage years (13-19)."
698,Knowledge,Ascending ↑,"Level 698","Sort planets by number of moons ASC",8,"Neptune | Mars | Venus | Saturn | Jupiter | Earth | Mercury | Uranus","Venus → Mercury → Earth → Mars → Neptune → Uranus → Jupiter → Saturn","Saturn has the most moons","Saturn leads with 146 known moons, while Jupiter follows closely! Mercury and Venus are the only planets with zero moons."
699,Knowledge,Ascending ↑,"Level 699","Sort animals by speed (km/h) ASC",6,"Elephant | Turtle | Horse | Lion | Cheetah | Human","Turtle → Human → Elephant → Horse → Lion → Cheetah","","Cheetahs can accelerate from 0 to 100 km/h in just 3 seconds! However, they can only maintain top speed for short sprints."
700,Knowledge,Descending ↓,"Level 700","Sort musical notes in order DESC",7,"Si (B) | Mi (E) | Sol (G) | La (A) | Fa (F) | Re (D) | Do (C)","Si (B) → La (A) → Sol (G) → Fa (F) → Mi (E) → Re (D) → Do (C)","Do, Re, Mi, Fa, Sol, La, Si","The ""Sol-Fa"" system (Do-Re-Mi) was invented by Guido of Arezzo in the 11th century to teach singing."
701,Knowledge,Descending ↓,"Level 701","Sort planets by distance from Sun DESC",8,"Uranus | Mars | Earth | Saturn | Mercury | Venus | Jupiter | Neptune","Neptune → Uranus → Saturn → Jupiter → Mars → Earth → Venus → Mercury","Mercury is closest, Neptune is farthest","The distance from Earth to the Sun is called an Astronomical Unit (AU), approximately 150 million kilometers. Light takes 8 minutes to reach Earth!"
702,Knowledge,Descending ↓,"Level 702","Sort continents by size DESC",7,"Australia | Africa | Europe | Antarctica | North America | South America | Asia","Asia → Africa → North America → South America → Antarctica → Europe → Australia","Asia is largest, Australia is smallest","Asia covers about 30% of Earth's total land area and hosts 60% of the world's current human population."
703,Knowledge,Ascending ↑,"Level 703","Sort oceans by size ASC",5,"Southern | Arctic | Atlantic | Pacific | Indian","Arctic → Southern → Indian → Atlantic → Pacific","","The Pacific Ocean is larger than all Earth's land area combined! It covers more than 30% of Earth's surface."
704,Knowledge,Descending ↓,"Level 704","Sort months by number of days DESC",8,"March | April | June | May | September | November | February | January","March → May → January → April → June → September → November → February","","February typically has 28 days, but in leap years (divisible by 4, except for century years not divisible by 400) it has 29."
705,Knowledge,Ascending ↑,"Level 705","Sort mountains by height ASC",5,"Kangchenjunga | Makalu | Mt. Everest | K2 | Lhotse","Makalu → Lhotse → Kangchenjunga → K2 → Mt. Everest","Mt. Everest is the tallest","Mt. Everest grows about 4mm every year due to tectonic plate movement! It stands at 8,849 meters above sea level."
706,Knowledge,Ascending ↑,"Level 706","Sort rivers by length ASC",5,"Mississippi | Yangtze | Amazon | Nile | Yenisei","Yenisei → Mississippi → Yangtze → Amazon → Nile","","The Nile is widely accepted as the longest river (6,650 km), but some studies argue the Amazon might be longer depending on where the source is measured."
707,Knowledge,Descending ↓,"Level 707","Sort rainbow colors in order DESC",7,"Violet | Indigo | Blue | Yellow | Green | Orange | Red","Violet → Indigo → Blue → Green → Yellow → Orange → Red","Red, Orange, Yellow, Green, Blue, Indigo, Violet","Isaac Newton originally identified only five colors, adding orange and indigo later to match the number of notes in a musical scale (7)."
708,Knowledge,Ascending ↑,"Level 708","Sort days of the week ASC",7,"Sunday | Monday | Wednesday | Thursday | Friday | Saturday | Tuesday","Monday → Tuesday → Wednesday → Thursday → Friday → Saturday → Sunday","","The days of the week are named after celestial bodies and mythological figures. Monday is Moon day, Sunday is Sun day!"
709,Knowledge,Descending ↓,"Level 709","Sort countries by population DESC",6,"Brazil | India | USA | Indonesia | Pakistan | China","China → India → USA → Indonesia → Pakistan → Brazil","China and India are the most populous","China and India are the only two countries with over a billion people. Together they account for about 35% of the world's population."
710,Knowledge,Ascending ↑,"Level 710","Sort historical events by year ASC",5,"Columbus discovers America | Moon Landing | Fall of Rome | World War I | French Revolution","Fall of Rome → Columbus discovers America → French Revolution → World War I → Moon Landing","","The Moon Landing in 1969 was watched by an estimated 600 million people worldwide, one of the most viewed events in history."
711,Knowledge,Descending ↓,"Level 711","Sort letters alphabetically DESC",6,"Z | E | A | I | U | O","Z → U → O → I → E → A","","The letter ""E"" is the most common letter in the English language, appearing in about 11% of all words."
712,Knowledge,Descending ↓,"Level 712","Sort life stages by typical age DESC",6,"Infant | Toddler | Adult | Teenager | Child | Senior","Senior → Adult → Teenager → Child → Toddler → Infant","","Human development is often categorized into stages. ""Adolescence"" roughly corresponds to the teenage years (13-19)."
713,Knowledge,Descending ↓,"Level 713","Sort planets by number of moons DESC",8,"Mercury | Earth | Mars | Jupiter | Neptune | Saturn | Uranus | Venus","Saturn → Jupiter → Uranus → Neptune → Mars → Earth → Mercury → Venus","Saturn has the most moons","Saturn leads with 146 known moons, while Jupiter follows closely! Mercury and Venus are the only planets with zero moons."
714,Knowledge,Ascending ↑,"Level 714","Sort animals by speed (km/h) ASC",6,"Cheetah | Lion | Elephant | Turtle | Horse | Human","Turtle → Human → Elephant → Horse → Lion → Cheetah","","Cheetahs can accelerate from 0 to 100 km/h in just 3 seconds! However, they can only maintain top speed for short sprints."
715,Knowledge,Descending ↓,"Level 715","Sort musical notes in order DESC",7,"Mi (E) | Fa (F) | Sol (G) | La (A) | Do (C) | Re (D) | Si (B)","Si (B) → La (A) → Sol (G) → Fa (F) → Mi (E) → Re (D) → Do (C)","Do, Re, Mi, Fa, Sol, La, Si","The ""Sol-Fa"" system (Do-Re-Mi) was invented by Guido of Arezzo in the 11th century to teach singing."
716,Knowledge,Ascending ↑,"Level 716","Sort planets by distance from Sun ASC",8,"Saturn | Earth | Mercury | Neptune | Uranus | Mars | Jupiter | Venus","Mercury → Venus → Earth → Mars → Jupiter → Saturn → Uranus → Neptune","Mercury is closest, Neptune is farthest","The distance from Earth to the Sun is called an Astronomical Unit (AU), approximately 150 million kilometers. Light takes 8 minutes to reach Earth!"
717,Knowledge,Descending ↓,"Level 717","Sort continents by size DESC",7,"Australia | Asia | North America | Europe | Africa | South America | Antarctica","Asia → Africa → North America → South America → Antarctica → Europe → Australia","Asia is largest, Australia is smallest","Asia covers about 30% of Earth's total land area and hosts 60% of the world's current human population."
718,Knowledge,Ascending ↑,"Level 718","Sort oceans by size ASC",5,"Pacific | Southern | Indian | Atlantic | Arctic","Arctic → Southern → Indian → Atlantic → Pacific","","The Pacific Ocean is larger than all Earth's land area combined! It covers more than 30% of Earth's surface."
719,Knowledge,Ascending ↑,"Level 719","Sort months by number of days ASC",8,"September | May | February | November | June | April | March | January","February → September → November → June → April → May → March → January","","February typically has 28 days, but in leap years (divisible by 4, except for century years not divisible by 400) it has 29."
720,Knowledge,Descending ↓,"Level 720","Sort mountains by height DESC",5,"Mt. Everest | Kangchenjunga | Makalu | K2 | Lhotse","Mt. Everest → K2 → Kangchenjunga → Lhotse → Makalu","Mt. Everest is the tallest","Mt. Everest grows about 4mm every year due to tectonic plate movement! It stands at 8,849 meters above sea level."
721,Knowledge,Ascending ↑,"Level 721","Sort rivers by length ASC",5,"Mississippi | Yangtze | Nile | Yenisei | Amazon","Yenisei → Mississippi → Yangtze → Amazon → Nile","","The Nile is widely accepted as the longest river (6,650 km), but some studies argue the Amazon might be longer depending on where the source is measured."
722,Knowledge,Ascending ↑,"Level 722","Sort rainbow colors in order ASC",7,"Green | Yellow | Red | Blue | Indigo | Violet | Orange","Red → Orange → Yellow → Green → Blue → Indigo → Violet","Red, Orange, Yellow, Green, Blue, Indigo, Violet","Isaac Newton originally identified only five colors, adding orange and indigo later to match the number of notes in a musical scale (7)."
723,Knowledge,Descending ↓,"Level 723","Sort days of the week DESC",7,"Thursday | Tuesday | Wednesday | Monday | Sunday | Friday | Saturday","Sunday → Saturday → Friday → Thursday → Wednesday → Tuesday → Monday","","The days of the week are named after celestial bodies and mythological figures. Monday is Moon day, Sunday is Sun day!"
724,Knowledge,Descending ↓,"Level 724","Sort countries by population DESC",6,"China | USA | Pakistan | Brazil | Indonesia | India","China → India → USA → Indonesia → Pakistan → Brazil","China and India are the most populous","China and India are the only two countries with over a billion people. Together they account for about 35% of the world's population."
725,Knowledge,Ascending ↑,"Level 725","Sort historical events by year ASC",5,"Moon Landing | World War I | Fall of Rome | French Revolution | Columbus discovers America","Fall of Rome → Columbus discovers America → French Revolution → World War I → Moon Landing","","The Moon Landing in 1969 was watched by an estimated 600 million people worldwide, one of the most viewed events in history."
726,Knowledge,Descending ↓,"Level 726","Sort letters alphabetically DESC",6,"O | E | I | Z | A | U","Z → U → O → I → E → A","","The letter ""E"" is the most common letter in the English language, appearing in about 11% of all words."
727,Knowledge,Ascending ↑,"Level 727","Sort life stages by typical age ASC",6,"Senior | Teenager | Infant | Child | Toddler | Adult","Infant → Toddler → Child → Teenager → Adult → Senior","","Human development is often categorized into stages. ""Adolescence"" roughly corresponds to the teenage years (13-19)."
728,Knowledge,Descending ↓,"Level 728","Sort planets by number of moons DESC",8,"Saturn | Neptune | Mercury | Jupiter | Earth | Venus | Mars | Uranus","Saturn → Jupiter → Uranus → Neptune → Mars → Earth → Mercury → Venus","Saturn has the most moons","Saturn leads with 146 known moons, while Jupiter follows closely! Mercury and Venus are the only planets with zero moons."
729,Knowledge,Descending ↓,"Level 729","Sort animals by speed (km/h) DESC",6,"Horse | Lion | Elephant | Human | Cheetah | Turtle","Cheetah → Lion → Horse → Elephant → Human → Turtle","","Cheetahs can accelerate from 0 to 100 km/h in just 3 seconds! However, they can only maintain top speed for short sprints."
730,Knowledge,Ascending ↑,"Level 730","Sort musical notes in order ASC",7,"Si (B) | Sol (G) | Fa (F) | Re (D) | Mi (E) | La (A) | Do (C)","Do (C) → Re (D) → Mi (E) → Fa (F) → Sol (G) → La (A) → Si (B)","Do, Re, Mi, Fa, Sol, La, Si","The ""Sol-Fa"" system (Do-Re-Mi) was invented by Guido of Arezzo in the 11th century to teach singing."
731,Knowledge,Ascending ↑,"Level 731","Sort planets by distance from Sun ASC",8,"Jupiter | Venus | Mercury | Neptune | Uranus | Saturn | Mars | Earth","Mercury → Venus → Earth → Mars → Jupiter → Saturn → Uranus → Neptune","Mercury is closest, Neptune is farthest","The distance from Earth to the Sun is called an Astronomical Unit (AU), approximately 150 million kilometers. Light takes 8 minutes to reach Earth!"
732,Knowledge,Descending ↓,"Level 732","Sort continents by size DESC",7,"Africa | Asia | South America | Australia | Europe | Antarctica | North America","Asia → Africa → North America → South America → Antarctica → Europe → Australia","Asia is largest, Australia is smallest","Asia covers about 30% of Earth's total land area and hosts 60% of the world's current human population."
733,Knowledge,Descending ↓,"Level 733","Sort oceans by size DESC",5,"Pacific | Southern | Arctic | Atlantic | Indian","Pacific → Atlantic → Indian → Southern → Arctic","","The Pacific Ocean is larger than all Earth's land area combined! It covers more than 30% of Earth's surface."
734,Knowledge,Descending ↓,"Level 734","Sort months by number of days DESC",8,"June | November | September | January | March | April | February | May","January → March → May → June → November → September → April → February","","February typically has 28 days, but in leap years (divisible by 4, except for century years not divisible by 400) it has 29."
735,Knowledge,Ascending ↑,"Level 735","Sort mountains by height ASC",5,"Kangchenjunga | K2 | Makalu | Mt. Everest | Lhotse","Makalu → Lhotse → Kangchenjunga → K2 → Mt. Everest","Mt. Everest is the tallest","Mt. Everest grows about 4mm every year due to tectonic plate movement! It stands at 8,849 meters above sea level."
736,Knowledge,Descending ↓,"Level 736","Sort rivers by length DESC",5,"Nile | Amazon | Mississippi | Yenisei | Yangtze","Nile → Amazon → Yangtze → Mississippi → Yenisei","","The Nile is widely accepted as the longest river (6,650 km), but some studies argue the Amazon might be longer depending on where the source is measured."
737,Knowledge,Ascending ↑,"Level 737","Sort rainbow colors in order ASC",7,"Blue | Indigo | Green | Orange | Violet | Yellow | Red","Red → Orange → Yellow → Green → Blue → Indigo → Violet","Red, Orange, Yellow, Green, Blue, Indigo, Violet","Isaac Newton originally identified only five colors, adding orange and indigo later to match the number of notes in a musical scale (7)."
738,Knowledge,Descending ↓,"Level 738","Sort days of the week DESC",7,"Thursday | Friday | Wednesday | Sunday | Saturday | Tuesday | Monday","Sunday → Saturday → Friday → Thursday → Wednesday → Tuesday → Monday","","The days of the week are named after celestial bodies and mythological figures. Monday is Moon day, Sunday is Sun day!"
739,Knowledge,Ascending ↑,"Level 739","Sort countries by population ASC",6,"Brazil | China | India | Indonesia | Pakistan | USA","Brazil → Pakistan → Indonesia → USA → India → China","China and India are the most populous","China and India are the only two countries with over a billion people. Together they account for about 35% of the world's population."
740,Knowledge,Ascending ↑,"Level 740","Sort historical events by year ASC",5,"Columbus discovers America | World War I | French Revolution | Fall of Rome | Moon Landing","Fall of Rome → Columbus discovers America → French Revolution → World War I → Moon Landing","","The Moon Landing in 1969 was watched by an estimated 600 million people worldwide, one of the most viewed events in history."
741,Knowledge,Descending ↓,"Level 741","Sort letters alphabetically DESC",6,"Z | A | I | O | E | U","Z → U → O → I → E → A","","The letter ""E"" is the most common letter in the English language, appearing in about 11% of all words."
742,Knowledge,Ascending ↑,"Level 742","Sort life stages by typical age ASC",6,"Infant | Teenager | Toddler | Child | Senior | Adult","Infant → Toddler → Child → Teenager → Adult → Senior","","Human development is often categorized into stages. ""Adolescence"" roughly corresponds to the teenage years (13-19)."
743,Knowledge,Ascending ↑,"Level 743","Sort planets by number of moons ASC",8,"Venus | Uranus | Earth | Saturn | Mercury | Jupiter | Neptune | Mars","Venus → Mercury → Earth → Mars → Neptune → Uranus → Jupiter → Saturn","Saturn has the most moons","Saturn leads with 146 known moons, while Jupiter follows closely! Mercury and Venus are the only planets with zero moons."
744,Knowledge,Ascending ↑,"Level 744","Sort animals by speed (km/h) ASC",6,"Cheetah | Human | Elephant | Turtle | Horse | Lion","Turtle → Human → Elephant → Horse → Lion → Cheetah","","Cheetahs can accelerate from 0 to 100 km/h in just 3 seconds! However, they can only maintain top speed for short sprints."
745,Knowledge,Descending ↓,"Level 745","Sort musical notes in order DESC",7,"Si (B) | La (A) | Mi (E) | Do (C) | Sol (G) | Re (D) | Fa (F)","Si (B) → La (A) → Sol (G) → Fa (F) → Mi (E) → Re (D) → Do (C)","Do, Re, Mi, Fa, Sol, La, Si","The ""Sol-Fa"" system (Do-Re-Mi) was invented by Guido of Arezzo in the 11th century to teach singing."
746,Knowledge,Ascending ↑,"Level 746","Sort planets by distance from Sun ASC",8,"Earth | Neptune | Uranus | Mars | Mercury | Venus | Jupiter | Saturn","Mercury → Venus → Earth → Mars → Jupiter → Saturn → Uranus → Neptune","Mercury is closest, Neptune is farthest","The distance from Earth to the Sun is called an Astronomical Unit (AU), approximately 150 million kilometers. Light takes 8 minutes to reach Earth!"
747,Knowledge,Descending ↓,"Level 747","Sort continents by size DESC",7,"Australia | Europe | North America | Africa | Asia | South America | Antarctica","Asia → Africa → North America → South America → Antarctica → Europe → Australia","Asia is largest, Australia is smallest","Asia covers about 30% of Earth's total land area and hosts 60% of the world's current human population."
748,Knowledge,Descending ↓,"Level 748","Sort oceans by size DESC",5,"Indian | Southern | Arctic | Pacific | Atlantic","Pacific → Atlantic → Indian → Southern → Arctic","","The Pacific Ocean is larger than all Earth's land area combined! It covers more than 30% of Earth's surface."
749,Knowledge,Ascending ↑,"Level 749","Sort months by number of days ASC",8,"February | November | June | April | September | May | January | March","February → November → June → April → September → May → January → March","","February typically has 28 days, but in leap years (divisible by 4, except for century years not divisible by 400) it has 29."
750,Knowledge,Descending ↓,"Level 750","Sort mountains by height DESC",5,"Makalu | Lhotse | Kangchenjunga | K2 | Mt. Everest","Mt. Everest → K2 → Kangchenjunga → Lhotse → Makalu","Mt. Everest is the tallest","Mt. Everest grows about 4mm every year due to tectonic plate movement! It stands at 8,849 meters above sea level."
751,Knowledge,Descending ↓,"Level 751","Sort rivers by length DESC",5,"Mississippi | Nile | Yenisei | Yangtze | Amazon","Nile → Amazon → Yangtze → Mississippi → Yenisei","","The Nile is widely accepted as the longest river (6,650 km), but some studies argue the Amazon might be longer depending on where the source is measured."
752,Knowledge,Descending ↓,"Level 752","Sort rainbow colors in order DESC",7,"Green | Red | Blue | Indigo | Violet | Orange | Yellow","Violet → Indigo → Blue → Green → Yellow → Orange → Red","Red, Orange, Yellow, Green, Blue, Indigo, Violet","Isaac Newton originally identified only five colors, adding orange and indigo later to match the number of notes in a musical scale (7)."
753,Knowledge,Ascending ↑,"Level 753","Sort days of the week ASC",7,"Saturday | Monday | Wednesday | Sunday | Thursday | Friday | Tuesday","Monday → Tuesday → Wednesday → Thursday → Friday → Saturday → Sunday","","The days of the week are named after celestial bodies and mythological figures. Monday is Moon day, Sunday is Sun day!"
754,Knowledge,Ascending ↑,"Level 754","Sort countries by population ASC",6,"India | China | Brazil | Indonesia | USA | Pakistan","Brazil → Pakistan → Indonesia → USA → India → China","China and India are the most populous","China and India are the only two countries with over a billion people. Together they account for about 35% of the world's population."
755,Knowledge,Descending ↓,"Level 755","Sort historical events by year DESC",5,"Fall of Rome | Columbus discovers America | World War I | Moon Landing | French Revolution","Moon Landing → World War I → French Revolution → Columbus discovers America → Fall of Rome","","The Moon Landing in 1969 was watched by an estimated 600 million people worldwide, one of the most viewed events in history."
